ariakit/ariakit,cd1845a5f393100c064caf807a6f7454cdfe249c,,,3.7.3,1578616056,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,301fbcadace6c2a472a054ec18198b52df35328d,,,3.7.3,1579100600,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,9706906cd8883699f635e8b471d3265dea568a6f,,,3.7.3,1580779301,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,24797e07ab47c957d4bcd6044d8007b64fc24997,,,3.7.3,1580779327,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,9f0a5cc38bb4e2df2ff507fffbab5eebf9d9e839,,,3.7.3,1580779454,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,453f2817204d701a70176d2d1667316182f4e1c2,,,3.7.3,1580780237,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,37fc47052d4e36105a50d33db68cb414799c470a,,,3.7.3,1580780454,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,95f1fd93d926f7bbcab0f71abbcaf4ebdf4ac05e,,,3.7.3,1580780541,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,7f0c8cf8b4e5e29056d0a1a665e9d719c8aeace1,,,3.7.3,1580780615,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,93d4878042e030eff78639847906d99465d68d74,,,3.7.3,1580780937,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,9c175bb97238eaae7c6a2bcf876a9c6552b9c182,,,3.7.5,1580782439,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,e8bc3be0ebe1875442083129109a74aeaa291419,,,3.7.5,1580857108,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,f3953ad52e9065c5c38c73bf064128933723eab4,,,3.7.5,1580871697,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,161a3da440b42a6d52fe1efc3e3d2c58556a21f6,,,3.7.5,1580872605,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,17a12fb0fbf12cf35e6578ee35baf255903eae6e,,,3.7.5,1580876793,259,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,faeb26f55415666d0bc7dac0ee7b5930b38013bf,,,3.7.5,1580878860,261,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,5899d8d61219bf95aebe9a058153e0146ae16c0e,,,3.7.5,1580878936,261,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,fd99675e0acf9ccc93980df32746507a7f9e58c6,,,3.7.5,1580879639,261,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,fe9685838d8dbc746122bbfff6b8630b7d4d6b9e,,,3.7.5,1580880016,261,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,9a58972e5cee5f7e9c9e3a327de3521864eb5c1c,,,3.7.5,1580880209,261,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,b79d7550a36f3400ccd402489939aad53964d612,,,3.7.5,1580881267,261,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,8366f6ed6997e792db46c514bc3a742a07f720aa,,,3.7.5,1580881872,261,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,92a5fa1fd30e876eb8c25f3bbed48fbd7b8e15fb,,,3.7.5,1580892558,261,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,4397ab0ea70e78ed187d6f463a5941f72907afb0,,,3.7.5,1581106830,266,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,8366545bf372cb8fb7c61bd18785c780c3794361,,,3.7.5,1581118284,266,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,3a75bfd80ff9b10885d00ecbae6d3cbed7d96539,,,3.7.5,1581118540,266,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,f5fa914b6e73f0f8fc5636a25aa5ebe2d421dcf8,,,3.7.5,1581212526,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,55f7c21b6651efc7ee18e45c17bf7be3ef5d39d2,,,3.7.5,1581212571,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,8783aec08f68be6e432bc39be85f2824ef8ca64e,,,3.7.5,1581217933,261,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,e094f6da57013f643324edf087a55dd258dcec09,,,3.7.5,1581221592,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,9a84c70781e7883677ce7b9b96831fdc70ab1e66,,,3.7.5,1581223734,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,4cf1eaad204a787be70f9db31b25e18972723ea2,,,3.7.5,1581225033,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,2a72e350c4134a55c77b0f2a19fea8a15af4e3bd,,,3.7.5,1581229614,261,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,82dae23d4ead71f3fea0459247cc1535b2d30e8d,,,3.7.5,1581230953,260,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,5d63a4805dc65e6817c0b2dc92233521330e6be8,,,3.7.5,1581237507,260,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,88224725f4299f282cdaec357d2ed7b5e6c5ba70,,,3.7.5,1581244138,260,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,e8e3e0c6c9f166b1d8a137300efc5f50fb1163e1,,,3.7.5,1581245215,260,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,7f54037ee6f7f70fbe48b960d4e8a0b93530ae9c,,,3.7.5,1581245416,266,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,d507772ed470770f5db322ab68eced3b3259d8f0,,,3.7.5,1581297206,260,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,6f173f7e2c5f4d035b87aec66c95a2057e1683c4,,,3.7.5,1581297251,266,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,843dd4312fe21f3d7c18b94bd6b60182d306f946,,,3.7.5,1581298702,266,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,d23112071b983b35e9262dded9df5dd6e84cb6ce,,,3.7.5,1581385645,266,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,fd93b08046ac89c5995e926a09f9e60464c83ce7,,,3.7.5,1581386379,266,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,07488aa1142ffba652c4582890f52bda9953966a,,,3.7.5,1581574116,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,947cb757ce2e7d0cf52f383b7672c211b71fab82,,,3.7.5,1581709204,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,bd999c02b2d7f8f97447e3a18abf1a30d6d2b7a8,,,3.7.5,1581716610,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,e93a1302d30df2a6c0905eea1aa0d12a8979485f,,,3.7.5,1582052960,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,ccd99db8aa2188c78fd9d45b4148908a2bbbc7aa,,,3.7.5,1582052984,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,c3ac72a2f95ace5c308410d76bf9da025f780bce,,,3.7.5,1582053006,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,56bf10446bd94608ab36e8625381ae99d78a489b,,,3.7.5,1582053027,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,9a7b3ac9d0de8bb03609a4f36b5a7da09924ba55,,,3.7.5,1582053048,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,d0094ffd0a44c58c5de3656cf53d8d5991e7c532,,,3.7.5,1582180939,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,9d53c2a0b284350d7e38a39d091d047db7aa6a66,,,3.7.5,1582389427,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,da1cca61fe06b94f5839efa00369746195d5f487,,,3.7.5,1582389511,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,cc3ab0a4fac380e08f2955ae0f50433fe179e3e2,,,3.7.5,1582390821,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,088df6cbef014062e8a2a04ffd91d78722c0482a,,,3.7.5,1582391344,267,0,0,0,0,0,0,0,0,0,0,0,0,0
ariakit/ariakit,eca89df3279370e78e9c415ce92a83077d80059a,,,3.7.5,1582404148,267,0,0,0,0,0,0,0,0,0,0,0,0,0
